IssueDate,Violation,FineAmount,NumberViolations,TotalFineAmount
2024-12-07,MOBILE BUS LANE VIOLATION,50,309,15450
2024-12-07,MOBILE BUS LANE VIOLATION,100,13,1300
2024-12-07,MOBILE BUS LANE VIOLATION,150,6,900
2024-12-07,MOBILE BUS LANE VIOLATION,250,5,1250
2024-12-08,MOBILE BUS LANE VIOLATION,50,492,24600
2024-12-08,MOBILE BUS LANE VIOLATION,100,17,1700
2024-12-08,MOBILE BUS LANE VIOLATION,150,6,900
2024-12-08,MOBILE BUS LANE VIOLATION,250,3,750
2024-12-09,MOBILE BUS LANE VIOLATION,50,608,30400
2024-12-09,MOBILE BUS LANE VIOLATION,100,45,4500
2024-12-09,MOBILE BUS LANE VIOLATION,150,8,1200
2024-12-09,MOBILE BUS LANE VIOLATION,200,3,600
2024-12-09,MOBILE BUS LANE VIOLATION,250,29,7250
2024-12-10,MOBILE BUS LANE VIOLATION,50,569,28450
2024-12-10,MOBILE BUS LANE VIOLATION,100,33,3300
2024-12-10,MOBILE BUS LANE VIOLATION,150,18,2700
2024-12-10,MOBILE BUS LANE VIOLATION,200,3,600
2024-12-10,MOBILE BUS LANE VIOLATION,250,21,5250
2024-12-11,MOBILE BUS LANE VIOLATION,50,583,29150
2024-12-11,MOBILE BUS LANE VIOLATION,100,45,4500
2024-12-11,MOBILE BUS LANE VIOLATION,150,15,2250
2024-12-11,MOBILE BUS LANE VIOLATION,200,10,2000
2024-12-11,MOBILE BUS LANE VIOLATION,250,24,6000
2024-12-12,MOBILE BUS LANE VIOLATION,50,790,39500
2024-12-12,MOBILE BUS LANE VIOLATION,100,45,4500
2024-12-12,MOBILE BUS LANE VIOLATION,150,18,2700
2024-12-12,MOBILE BUS LANE VIOLATION,200,9,1800
2024-12-12,MOBILE BUS LANE VIOLATION,250,39,9750
2024-12-13,MOBILE BUS LANE VIOLATION,50,956,47800
2024-12-13,MOBILE BUS LANE VIOLATION,100,65,6500
2024-12-13,MOBILE BUS LANE VIOLATION,150,20,3000
2024-12-13,MOBILE BUS LANE VIOLATION,200,7,1400
2024-12-13,MOBILE BUS LANE VIOLATION,250,38,9500
2024-12-14,MOBILE BUS LANE VIOLATION,50,520,26000
2024-12-14,MOBILE BUS LANE VIOLATION,100,22,2200
2024-12-14,MOBILE BUS LANE VIOLATION,150,6,900
2024-12-14,MOBILE BUS LANE VIOLATION,200,4,800
2024-12-14,MOBILE BUS LANE VIOLATION,250,4,1000
2024-12-15,MOBILE BUS LANE VIOLATION,50,651,32550
2024-12-15,MOBILE BUS LANE VIOLATION,100,25,2500
2024-12-15,MOBILE BUS LANE VIOLATION,150,3,450
2024-12-15,MOBILE BUS LANE VIOLATION,200,1,200
2024-12-15,MOBILE BUS LANE VIOLATION,250,1,250
2024-12-16,MOBILE BUS LANE VIOLATION,50,675,33750
2024-12-16,MOBILE BUS LANE VIOLATION,100,46,4600
2024-12-16,MOBILE BUS LANE VIOLATION,150,14,2100
2024-12-16,MOBILE BUS LANE VIOLATION,200,7,1400
2024-12-16,MOBILE BUS LANE VIOLATION,250,39,9750
2024-12-17,MOBILE BUS LANE VIOLATION,50,718,35900
2024-12-17,MOBILE BUS LANE VIOLATION,100,34,3400
2024-12-17,MOBILE BUS LANE VIOLATION,150,12,1800
2024-12-17,MOBILE BUS LANE VIOLATION,200,15,3000
2024-12-17,MOBILE BUS LANE VIOLATION,250,28,7000
2024-12-18,MOBILE BUS LANE VIOLATION,50,766,38300
2024-12-18,MOBILE BUS LANE VIOLATION,100,56,5600
2024-12-18,MOBILE BUS LANE VIOLATION,150,22,3300
2024-12-18,MOBILE BUS LANE VIOLATION,200,7,1400
2024-12-18,MOBILE BUS LANE VIOLATION,250,32,8000
2024-12-19,MOBILE BUS LANE VIOLATION,50,969,48450
2024-12-19,MOBILE BUS LANE VIOLATION,100,58,5800
2024-12-19,MOBILE BUS LANE VIOLATION,150,20,3000
2024-12-19,MOBILE BUS LANE VIOLATION,200,7,1400
2024-12-19,MOBILE BUS LANE VIOLATION,250,45,11250
2024-12-20,MOBILE BUS LANE VIOLATION,50,965,48250
2024-12-20,MOBILE BUS LANE VIOLATION,100,68,6800
2024-12-20,MOBILE BUS LANE VIOLATION,150,19,2850
2024-12-20,MOBILE BUS LANE VIOLATION,200,16,3200
2024-12-20,MOBILE BUS LANE VIOLATION,250,33,8250
2024-12-21,MOBILE BUS LANE VIOLATION,50,536,26800
2024-12-21,MOBILE BUS LANE VIOLATION,100,25,2500
2024-12-21,MOBILE BUS LANE VIOLATION,150,2,300
2024-12-21,MOBILE BUS LANE VIOLATION,200,3,600
2024-12-21,MOBILE BUS LANE VIOLATION,250,8,2000
2024-12-22,MOBILE BUS LANE VIOLATION,50,526,26300
2024-12-22,MOBILE BUS LANE VIOLATION,100,32,3200
2024-12-22,MOBILE BUS LANE VIOLATION,150,4,600
2024-12-22,MOBILE BUS LANE VIOLATION,200,2,400
2024-12-22,MOBILE BUS LANE VIOLATION,250,1,250
2024-12-23,MOBILE BUS LANE VIOLATION,50,1113,55650
2024-12-23,MOBILE BUS LANE VIOLATION,100,72,7200
2024-12-23,MOBILE BUS LANE VIOLATION,150,17,2550
2024-12-23,MOBILE BUS LANE VIOLATION,200,10,2000
2024-12-23,MOBILE BUS LANE VIOLATION,250,32,8000
2024-12-24,MOBILE BUS LANE VIOLATION,50,989,49450
2024-12-24,MOBILE BUS LANE VIOLATION,100,61,6100
2024-12-24,MOBILE BUS LANE VIOLATION,150,19,2850
2024-12-24,MOBILE BUS LANE VIOLATION,200,5,1000
2024-12-24,MOBILE BUS LANE VIOLATION,250,36,9000
2024-12-26,MOBILE BUS LANE VIOLATION,50,732,36600
2024-12-26,MOBILE BUS LANE VIOLATION,100,42,4200
2024-12-26,MOBILE BUS LANE VIOLATION,150,11,1650
2024-12-26,MOBILE BUS LANE VIOLATION,200,6,1200
2024-12-26,MOBILE BUS LANE VIOLATION,250,15,3750
2024-12-27,MOBILE BUS LANE VIOLATION,50,846,42300
2024-12-27,MOBILE BUS LANE VIOLATION,100,49,4900
2024-12-27,MOBILE BUS LANE VIOLATION,150,15,2250
2024-12-27,MOBILE BUS LANE VIOLATION,200,12,2400
2024-12-27,MOBILE BUS LANE VIOLATION,250,35,8750
2024-12-28,MOBILE BUS LANE VIOLATION,50,326,16300
2024-12-28,MOBILE BUS LANE VIOLATION,100,17,1700
2024-12-28,MOBILE BUS LANE VIOLATION,150,7,1050
2024-12-28,MOBILE BUS LANE VIOLATION,250,2,500
2024-12-29,MOBILE BUS LANE VIOLATION,50,432,21600
2024-12-29,MOBILE BUS LANE VIOLATION,100,16,1600
2024-12-29,MOBILE BUS LANE VIOLATION,150,3,450
2024-12-29,MOBILE BUS LANE VIOLATION,200,3,600
2024-12-30,MOBILE BUS LANE VIOLATION,50,863,43150
2024-12-30,MOBILE BUS LANE VIOLATION,100,54,5400
2024-12-30,MOBILE BUS LANE VIOLATION,150,9,1350
2024-12-30,MOBILE BUS LANE VIOLATION,200,10,2000
2024-12-30,MOBILE BUS LANE VIOLATION,250,31,7750
2024-12-31,MOBILE BUS LANE VIOLATION,50,1134,56700
2024-12-31,MOBILE BUS LANE VIOLATION,100,71,7100
2024-12-31,MOBILE BUS LANE VIOLATION,150,25,3750
2024-12-31,MOBILE BUS LANE VIOLATION,200,11,2200
2024-12-31,MOBILE BUS LANE VIOLATION,250,28,7000
2025-01-02,MOBILE BUS LANE VIOLATION,50,745,37250
2025-01-02,MOBILE BUS LANE VIOLATION,100,50,5000
2025-01-02,MOBILE BUS LANE VIOLATION,150,6,900
2025-01-02,MOBILE BUS LANE VIOLATION,200,7,1400
2025-01-02,MOBILE BUS LANE VIOLATION,250,32,8000
2025-01-03,MOBILE BUS LANE VIOLATION,50,864,43200
2025-01-03,MOBILE BUS LANE VIOLATION,100,54,5400
2025-01-03,MOBILE BUS LANE VIOLATION,150,19,2850
2025-01-03,MOBILE BUS LANE VIOLATION,200,5,1000
2025-01-03,MOBILE BUS LANE VIOLATION,250,26,6500
2025-01-04,MOBILE BUS LANE VIOLATION,50,438,21900
2025-01-04,MOBILE BUS LANE VIOLATION,100,28,2800
2025-01-04,MOBILE BUS LANE VIOLATION,150,14,2100
2025-01-04,MOBILE BUS LANE VIOLATION,200,2,400
2025-01-04,MOBILE BUS LANE VIOLATION,250,2,500
2025-01-05,MOBILE BUS LANE VIOLATION,50,228,11400
2025-01-05,MOBILE BUS LANE VIOLATION,100,21,2100
2025-01-05,MOBILE BUS LANE VIOLATION,150,1,150
2025-01-05,MOBILE BUS LANE VIOLATION,250,2,500
2025-01-06,MOBILE BUS LANE VIOLATION,50,662,33100
2025-01-06,MOBILE BUS LANE VIOLATION,100,34,3400
2025-01-06,MOBILE BUS LANE VIOLATION,150,21,3150
2025-01-06,MOBILE BUS LANE VIOLATION,200,9,1800
2025-01-06,MOBILE BUS LANE VIOLATION,250,38,9500
2025-01-07,MOBILE BUS LANE VIOLATION,50,677,33850
2025-01-07,MOBILE BUS LANE VIOLATION,100,49,4900
2025-01-07,MOBILE BUS LANE VIOLATION,150,18,2700
2025-01-07,MOBILE BUS LANE VIOLATION,200,9,1800
2025-01-07,MOBILE BUS LANE VIOLATION,250,40,10000
2025-01-08,MOBILE BUS LANE VIOLATION,50,678,33900
2025-01-08,MOBILE BUS LANE VIOLATION,100,60,6000
2025-01-08,MOBILE BUS LANE VIOLATION,150,16,2400
2025-01-08,MOBILE BUS LANE VIOLATION,200,8,1600
2025-01-08,MOBILE BUS LANE VIOLATION,250,40,10000
2025-01-09,MOBILE BUS LANE VIOLATION,50,764,38200
2025-01-09,MOBILE BUS LANE VIOLATION,100,55,5500
2025-01-09,MOBILE BUS LANE VIOLATION,150,25,3750
2025-01-09,MOBILE BUS LANE VIOLATION,200,10,2000
2025-01-09,MOBILE BUS LANE VIOLATION,250,58,14500
2025-01-10,MOBILE BUS LANE VIOLATION,50,916,45800
2025-01-10,MOBILE BUS LANE VIOLATION,100,63,6300
2025-01-10,MOBILE BUS LANE VIOLATION,150,21,3150
2025-01-10,MOBILE BUS LANE VIOLATION,200,2,400
2025-01-10,MOBILE BUS LANE VIOLATION,250,57,14250
2025-01-11,MOBILE BUS LANE VIOLATION,50,464,23200
2025-01-11,MOBILE BUS LANE VIOLATION,100,33,3300
2025-01-11,MOBILE BUS LANE VIOLATION,150,9,1350
2025-01-11,MOBILE BUS LANE VIOLATION,200,6,1200
2025-01-11,MOBILE BUS LANE VIOLATION,250,8,2000
2025-01-12,MOBILE BUS LANE VIOLATION,50,329,16450
2025-01-12,MOBILE BUS LANE VIOLATION,100,23,2300
2025-01-12,MOBILE BUS LANE VIOLATION,150,9,1350
2025-01-12,MOBILE BUS LANE VIOLATION,200,5,1000
2025-01-12,MOBILE BUS LANE VIOLATION,250,1,250
2025-01-13,MOBILE BUS LANE VIOLATION,50,692,34600
2025-01-13,MOBILE BUS LANE VIOLATION,100,53,5300
2025-01-13,MOBILE BUS LANE VIOLATION,150,18,2700
2025-01-13,MOBILE BUS LANE VIOLATION,200,15,3000
2025-01-13,MOBILE BUS LANE VIOLATION,250,59,14750
2025-01-14,MOBILE BUS LANE VIOLATION,50,651,32550
2025-01-14,MOBILE BUS LANE VIOLATION,100,63,6300
2025-01-14,MOBILE BUS LANE VIOLATION,150,23,3450
2025-01-14,MOBILE BUS LANE VIOLATION,200,12,2400
2025-01-14,MOBILE BUS LANE VIOLATION,250,38,9500
2025-01-15,MOBILE BUS LANE VIOLATION,50,585,29250
2025-01-15,MOBILE BUS LANE VIOLATION,100,57,5700
2025-01-15,MOBILE BUS LANE VIOLATION,150,17,2550
2025-01-15,MOBILE BUS LANE VIOLATION,200,10,2000
2025-01-15,MOBILE BUS LANE VIOLATION,250,38,9500
2025-01-16,MOBILE BUS LANE VIOLATION,50,685,34250
2025-01-16,MOBILE BUS LANE VIOLATION,100,62,6200
2025-01-16,MOBILE BUS LANE VIOLATION,150,29,4350
2025-01-16,MOBILE BUS LANE VIOLATION,200,12,2400
2025-01-16,MOBILE BUS LANE VIOLATION,250,48,12000
2025-01-17,MOBILE BUS LANE VIOLATION,50,892,44600
2025-01-17,MOBILE BUS LANE VIOLATION,100,77,7700
2025-01-17,MOBILE BUS LANE VIOLATION,150,24,3600
2025-01-17,MOBILE BUS LANE VIOLATION,200,14,2800
2025-01-17,MOBILE BUS LANE VIOLATION,250,57,14250
2025-01-18,MOBILE BUS LANE VIOLATION,50,342,17100
2025-01-18,MOBILE BUS LANE VIOLATION,100,30,3000
2025-01-18,MOBILE BUS LANE VIOLATION,150,7,1050
2025-01-18,MOBILE BUS LANE VIOLATION,200,6,1200
2025-01-18,MOBILE BUS LANE VIOLATION,250,8,2000
2025-01-19,MOBILE BUS LANE VIOLATION,50,78,3900
2025-01-19,MOBILE BUS LANE VIOLATION,100,3,300
2025-01-19,MOBILE BUS LANE VIOLATION,150,2,300
2025-01-19,MOBILE BUS LANE VIOLATION,200,1,200
2025-01-20,MOBILE BUS LANE VIOLATION,50,789,39450
2025-01-20,MOBILE BUS LANE VIOLATION,100,92,9200
2025-01-20,MOBILE BUS LANE VIOLATION,150,17,2550
2025-01-20,MOBILE BUS LANE VIOLATION,200,6,1200
2025-01-20,MOBILE BUS LANE VIOLATION,250,26,6500
2025-01-21,MOBILE BUS LANE VIOLATION,50,540,27000
2025-01-21,MOBILE BUS LANE VIOLATION,100,51,5100
2025-01-21,MOBILE BUS LANE VIOLATION,150,26,3900
2025-01-21,MOBILE BUS LANE VIOLATION,200,9,1800
2025-01-21,MOBILE BUS LANE VIOLATION,250,58,14500
2025-01-22,MOBILE BUS LANE VIOLATION,50,561,28050
2025-01-22,MOBILE BUS LANE VIOLATION,100,61,6100
2025-01-22,MOBILE BUS LANE VIOLATION,150,27,4050
2025-01-22,MOBILE BUS LANE VIOLATION,200,10,2000
2025-01-22,MOBILE BUS LANE VIOLATION,250,49,12250
2025-01-23,MOBILE BUS LANE VIOLATION,50,600,30000
2025-01-23,MOBILE BUS LANE VIOLATION,100,70,7000
2025-01-23,MOBILE BUS LANE VIOLATION,150,19,2850
2025-01-23,MOBILE BUS LANE VIOLATION,200,6,1200
2025-01-23,MOBILE BUS LANE VIOLATION,250,48,12000
2025-01-24,MOBILE BUS LANE VIOLATION,50,703,35150
2025-01-24,MOBILE BUS LANE VIOLATION,100,83,8300
2025-01-24,MOBILE BUS LANE VIOLATION,150,19,2850
2025-01-24,MOBILE BUS LANE VIOLATION,200,12,2400
2025-01-24,MOBILE BUS LANE VIOLATION,250,53,13250
2025-01-25,MOBILE BUS LANE VIOLATION,50,322,16100
2025-01-25,MOBILE BUS LANE VIOLATION,100,31,3100
2025-01-25,MOBILE BUS LANE VIOLATION,150,10,1500
2025-01-25,MOBILE BUS LANE VIOLATION,200,3,600
2025-01-25,MOBILE BUS LANE VIOLATION,250,17,4250
2025-01-26,MOBILE BUS LANE VIOLATION,50,253,12650
2025-01-26,MOBILE BUS LANE VIOLATION,100,23,2300
2025-01-26,MOBILE BUS LANE VIOLATION,150,5,750
2025-01-26,MOBILE BUS LANE VIOLATION,200,2,400
2025-01-26,MOBILE BUS LANE VIOLATION,250,4,1000
2025-01-27,MOBILE BUS LANE VIOLATION,50,599,29950
2025-01-27,MOBILE BUS LANE VIOLATION,100,62,6200
2025-01-27,MOBILE BUS LANE VIOLATION,150,21,3150
2025-01-27,MOBILE BUS LANE VIOLATION,200,10,2000
2025-01-27,MOBILE BUS LANE VIOLATION,250,60,15000
2025-01-28,MOBILE BUS LANE VIOLATION,50,524,26200
2025-01-28,MOBILE BUS LANE VIOLATION,100,74,7400
2025-01-28,MOBILE BUS LANE VIOLATION,150,28,4200
2025-01-28,MOBILE BUS LANE VIOLATION,200,10,2000
2025-01-28,MOBILE BUS LANE VIOLATION,250,65,16250
2025-01-29,MOBILE BUS LANE VIOLATION,50,626,31300
2025-01-29,MOBILE BUS LANE VIOLATION,100,99,9900
2025-01-29,MOBILE BUS LANE VIOLATION,150,27,4050
2025-01-29,MOBILE BUS LANE VIOLATION,200,14,2800
2025-01-29,MOBILE BUS LANE VIOLATION,250,57,14250
2025-01-30,MOBILE BUS LANE VIOLATION,50,559,27950
2025-01-30,MOBILE BUS LANE VIOLATION,100,75,7500
2025-01-30,MOBILE BUS LANE VIOLATION,150,26,3900
2025-01-30,MOBILE BUS LANE VIOLATION,200,9,1800
2025-01-30,MOBILE BUS LANE VIOLATION,250,77,19250
2025-01-31,MOBILE BUS LANE VIOLATION,50,802,40100
2025-01-31,MOBILE BUS LANE VIOLATION,100,116,11600
2025-01-31,MOBILE BUS LANE VIOLATION,150,24,3600
2025-01-31,MOBILE BUS LANE VIOLATION,200,16,3200
2025-01-31,MOBILE BUS LANE VIOLATION,250,66,16500
2025-02-01,MOBILE BUS LANE VIOLATION,50,326,16300
2025-02-01,MOBILE BUS LANE VIOLATION,100,33,3300
2025-02-01,MOBILE BUS LANE VIOLATION,150,7,1050
2025-02-01,MOBILE BUS LANE VIOLATION,200,6,1200
2025-02-01,MOBILE BUS LANE VIOLATION,250,15,3750
2025-02-02,MOBILE BUS LANE VIOLATION,50,251,12550
2025-02-02,MOBILE BUS LANE VIOLATION,100,20,2000
2025-02-02,MOBILE BUS LANE VIOLATION,150,7,1050
2025-02-02,MOBILE BUS LANE VIOLATION,200,6,1200
2025-02-02,MOBILE BUS LANE VIOLATION,250,12,3000
2025-02-03,MOBILE BUS LANE VIOLATION,50,543,27150
2025-02-03,MOBILE BUS LANE VIOLATION,100,74,7400
2025-02-03,MOBILE BUS LANE VIOLATION,150,27,4050
2025-02-03,MOBILE BUS LANE VIOLATION,200,15,3000
2025-02-03,MOBILE BUS LANE VIOLATION,250,77,19250
2025-02-04,MOBILE BUS LANE VIOLATION,50,548,27400
2025-02-04,MOBILE BUS LANE VIOLATION,100,70,7000
2025-02-04,MOBILE BUS LANE VIOLATION,150,52,7800
2025-02-04,MOBILE BUS LANE VIOLATION,200,17,3400
2025-02-04,MOBILE BUS LANE VIOLATION,250,76,19000
2025-02-05,MOBILE BUS LANE VIOLATION,50,547,27350
2025-02-05,MOBILE BUS LANE VIOLATION,100,87,8700
2025-02-05,MOBILE BUS LANE VIOLATION,150,29,4350
2025-02-05,MOBILE BUS LANE VIOLATION,200,19,3800
2025-02-05,MOBILE BUS LANE VIOLATION,250,74,18500
2025-02-06,MOBILE BUS LANE VIOLATION,50,477,23850
2025-02-06,MOBILE BUS LANE VIOLATION,100,70,7000
2025-02-06,MOBILE BUS LANE VIOLATION,150,31,4650
2025-02-06,MOBILE BUS LANE VIOLATION,200,12,2400
2025-02-06,MOBILE BUS LANE VIOLATION,250,79,19750
2025-02-07,MOBILE BUS LANE VIOLATION,50,610,30500
2025-02-07,MOBILE BUS LANE VIOLATION,100,105,10500
2025-02-07,MOBILE BUS LANE VIOLATION,150,38,5700
2025-02-07,MOBILE BUS LANE VIOLATION,200,16,3200
2025-02-07,MOBILE BUS LANE VIOLATION,250,74,18500
2025-02-08,MOBILE BUS LANE VIOLATION,50,33,1650
2025-02-08,MOBILE BUS LANE VIOLATION,100,4,400
2025-02-08,MOBILE BUS LANE VIOLATION,150,2,300
2025-02-08,MOBILE BUS LANE VIOLATION,250,2,500
2025-02-09,MOBILE BUS LANE VIOLATION,50,44,2200
2025-02-09,MOBILE BUS LANE VIOLATION,100,9,900
2025-02-09,MOBILE BUS LANE VIOLATION,150,3,450
2025-02-09,MOBILE BUS LANE VIOLATION,250,1,250
2025-02-10,MOBILE BUS LANE VIOLATION,50,594,29700
2025-02-10,MOBILE BUS LANE VIOLATION,100,86,8600
2025-02-10,MOBILE BUS LANE VIOLATION,150,35,5250
2025-02-10,MOBILE BUS LANE VIOLATION,200,12,2400
2025-02-10,MOBILE BUS LANE VIOLATION,250,83,20750
2025-02-11,MOBILE BUS LANE VIOLATION,50,561,28050
2025-02-11,MOBILE BUS LANE VIOLATION,100,96,9600
2025-02-11,MOBILE BUS LANE VIOLATION,150,35,5250
2025-02-11,MOBILE BUS LANE VIOLATION,200,17,3400
2025-02-11,MOBILE BUS LANE VIOLATION,250,81,20250
2025-02-12,MOBILE BUS LANE VIOLATION,50,593,29650
2025-02-12,MOBILE BUS LANE VIOLATION,100,105,10500
2025-02-12,MOBILE BUS LANE VIOLATION,150,43,6450
2025-02-12,MOBILE BUS LANE VIOLATION,200,27,5400
2025-02-12,MOBILE BUS LANE VIOLATION,250,90,22500
2025-02-13,MOBILE BUS LANE VIOLATION,50,594,29700
2025-02-13,MOBILE BUS LANE VIOLATION,100,104,10400
2025-02-13,MOBILE BUS LANE VIOLATION,150,40,6000
2025-02-13,MOBILE BUS LANE VIOLATION,200,25,5000
2025-02-13,MOBILE BUS LANE VIOLATION,250,81,20250
2025-02-14,MOBILE BUS LANE VIOLATION,50,705,35250
2025-02-14,MOBILE BUS LANE VIOLATION,100,128,12800
2025-02-14,MOBILE BUS LANE VIOLATION,150,35,5250
2025-02-14,MOBILE BUS LANE VIOLATION,200,28,5600
2025-02-14,MOBILE BUS LANE VIOLATION,250,77,19250
2025-02-15,MOBILE BUS LANE VIOLATION,50,45,2250
2025-02-15,MOBILE BUS LANE VIOLATION,100,7,700
2025-02-15,MOBILE BUS LANE VIOLATION,250,1,250
2025-02-16,MOBILE BUS LANE VIOLATION,50,239,11950
2025-02-16,MOBILE BUS LANE VIOLATION,100,28,2800
2025-02-16,MOBILE BUS LANE VIOLATION,150,12,1800
2025-02-16,MOBILE BUS LANE VIOLATION,200,8,1600
2025-02-16,MOBILE BUS LANE VIOLATION,250,4,1000
2025-02-17,MOBILE BUS LANE VIOLATION,50,628,31400
2025-02-17,MOBILE BUS LANE VIOLATION,100,86,8600
2025-02-17,MOBILE BUS LANE VIOLATION,150,28,4200
2025-02-17,MOBILE BUS LANE VIOLATION,200,21,4200
2025-02-17,MOBILE BUS LANE VIOLATION,250,66,16500
2025-02-18,MOBILE BUS LANE VIOLATION,50,564,28200
2025-02-18,MOBILE BUS LANE VIOLATION,100,106,10600
2025-02-18,MOBILE BUS LANE VIOLATION,150,40,6000
2025-02-18,MOBILE BUS LANE VIOLATION,200,24,4800
2025-02-18,MOBILE BUS LANE VIOLATION,250,72,18000
2025-02-19,MOBILE BUS LANE VIOLATION,50,534,26700
2025-02-19,MOBILE BUS LANE VIOLATION,100,78,7800
2025-02-19,MOBILE BUS LANE VIOLATION,150,44,6600
2025-02-19,MOBILE BUS LANE VIOLATION,200,21,4200
2025-02-19,MOBILE BUS LANE VIOLATION,250,73,18250
2025-02-20,MOBILE BUS LANE VIOLATION,50,541,27050
2025-02-20,MOBILE BUS LANE VIOLATION,100,112,11200
2025-02-20,MOBILE BUS LANE VIOLATION,150,47,7050
2025-02-20,MOBILE BUS LANE VIOLATION,200,14,2800
2025-02-20,MOBILE BUS LANE VIOLATION,250,74,18500
2025-02-21,MOBILE BUS LANE VIOLATION,50,631,31550
2025-02-21,MOBILE BUS LANE VIOLATION,100,124,12400
2025-02-21,MOBILE BUS LANE VIOLATION,150,61,9150
2025-02-21,MOBILE BUS LANE VIOLATION,200,19,3800
2025-02-21,MOBILE BUS LANE VIOLATION,250,89,22250
2025-02-22,MOBILE BUS LANE VIOLATION,50,310,15500
2025-02-22,MOBILE BUS LANE VIOLATION,100,40,4000
2025-02-22,MOBILE BUS LANE VIOLATION,150,12,1800
2025-02-22,MOBILE BUS LANE VIOLATION,200,5,1000
2025-02-22,MOBILE BUS LANE VIOLATION,250,26,6500
2025-02-23,MOBILE BUS LANE VIOLATION,50,297,14850
2025-02-23,MOBILE BUS LANE VIOLATION,100,57,5700
2025-02-23,MOBILE BUS LANE VIOLATION,150,20,3000
2025-02-23,MOBILE BUS LANE VIOLATION,200,6,1200
2025-02-23,MOBILE BUS LANE VIOLATION,250,10,2500
2025-02-24,MOBILE BUS LANE VIOLATION,50,536,26800
2025-02-24,MOBILE BUS LANE VIOLATION,100,98,9800
2025-02-24,MOBILE BUS LANE VIOLATION,150,49,7350
2025-02-24,MOBILE BUS LANE VIOLATION,200,21,4200
2025-02-24,MOBILE BUS LANE VIOLATION,250,89,22250
2025-02-25,MOBILE BUS LANE VIOLATION,50,451,22550
2025-02-25,MOBILE BUS LANE VIOLATION,100,98,9800
2025-02-25,MOBILE BUS LANE VIOLATION,150,39,5850
2025-02-25,MOBILE BUS LANE VIOLATION,200,22,4400
2025-02-25,MOBILE BUS LANE VIOLATION,250,80,20000
2025-02-26,MOBILE BUS LANE VIOLATION,50,496,24800
2025-02-26,MOBILE BUS LANE VIOLATION,100,84,8400
2025-02-26,MOBILE BUS LANE VIOLATION,150,46,6900
2025-02-26,MOBILE BUS LANE VIOLATION,200,20,4000
2025-02-26,MOBILE BUS LANE VIOLATION,250,96,24000
2025-02-27,MOBILE BUS LANE VIOLATION,50,559,27950
2025-02-27,MOBILE BUS LANE VIOLATION,100,96,9600
2025-02-27,MOBILE BUS LANE VIOLATION,150,52,7800
2025-02-27,MOBILE BUS LANE VIOLATION,200,30,6000
2025-02-27,MOBILE BUS LANE VIOLATION,250,85,21250
2025-02-28,MOBILE BUS LANE VIOLATION,50,610,30500
2025-02-28,MOBILE BUS LANE VIOLATION,100,120,12000
2025-02-28,MOBILE BUS LANE VIOLATION,150,39,5850
2025-02-28,MOBILE BUS LANE VIOLATION,200,32,6400
2025-02-28,MOBILE BUS LANE VIOLATION,250,118,29500
2025-03-01,MOBILE BUS LANE VIOLATION,50,438,21900
2025-03-01,MOBILE BUS LANE VIOLATION,100,61,6100
2025-03-01,MOBILE BUS LANE VIOLATION,150,34,5100
2025-03-01,MOBILE BUS LANE VIOLATION,200,13,2600
2025-03-01,MOBILE BUS LANE VIOLATION,250,32,8000
2025-03-02,MOBILE BUS LANE VIOLATION,50,270,13500
2025-03-02,MOBILE BUS LANE VIOLATION,100,30,3000
2025-03-02,MOBILE BUS LANE VIOLATION,150,22,3300
2025-03-02,MOBILE BUS LANE VIOLATION,200,8,1600
2025-03-02,MOBILE BUS LANE VIOLATION,250,10,2500
2025-03-03,MOBILE BUS LANE VIOLATION,50,516,25800
2025-03-03,MOBILE BUS LANE VIOLATION,100,107,10700
2025-03-03,MOBILE BUS LANE VIOLATION,150,35,5250
2025-03-03,MOBILE BUS LANE VIOLATION,200,19,3800
2025-03-03,MOBILE BUS LANE VIOLATION,250,76,19000
2025-03-04,MOBILE BUS LANE VIOLATION,50,560,28000
2025-03-04,MOBILE BUS LANE VIOLATION,100,114,11400
2025-03-04,MOBILE BUS LANE VIOLATION,150,50,7500
2025-03-04,MOBILE BUS LANE VIOLATION,200,19,3800
2025-03-04,MOBILE BUS LANE VIOLATION,250,101,25250
2025-03-05,MOBILE BUS LANE VIOLATION,50,499,24950
2025-03-05,MOBILE BUS LANE VIOLATION,100,98,9800
2025-03-05,MOBILE BUS LANE VIOLATION,150,36,5400
2025-03-05,MOBILE BUS LANE VIOLATION,200,25,5000
2025-03-05,MOBILE BUS LANE VIOLATION,250,91,22750
2025-03-06,MOBILE BUS LANE VIOLATION,50,539,26950
2025-03-06,MOBILE BUS LANE VIOLATION,100,108,10800
2025-03-06,MOBILE BUS LANE VIOLATION,150,33,4950
2025-03-06,MOBILE BUS LANE VIOLATION,200,24,4800
2025-03-06,MOBILE BUS LANE VIOLATION,250,102,25500
2025-03-07,MOBILE BUS LANE VIOLATION,50,590,29500
2025-03-07,MOBILE BUS LANE VIOLATION,100,110,11000
2025-03-07,MOBILE BUS LANE VIOLATION,150,45,6750
2025-03-07,MOBILE BUS LANE VIOLATION,200,20,4000
2025-03-07,MOBILE BUS LANE VIOLATION,250,104,26000
2025-03-08,MOBILE BUS LANE VIOLATION,50,298,14900
2025-03-08,MOBILE BUS LANE VIOLATION,100,44,4400
